RECHTSTRÄGER;QUARTAL;BEKANNTGABE;LEERMELDUNG;MEDIUM_MEDIENINHABER;EURO
Standesamts- und Staatsbürgerschaftsverband Wattens;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Weinitzen;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Weinitzen;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Werfen;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Werfen;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Weyer;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Weyer;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Wörgl;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Wörgl;20124;4;1;;
Standesamtsverband Abfaltersbach;20124;2;1;;
Standesamtsverband Abfaltersbach;20124;4;1;;
Standesamtsverband Achenkirch;20124;2;1;;
Standesamtsverband Achenkirch;20124;4;1;;
Standesamtsverband Aflenz Kurort;20124;2;1;;
Standesamtsverband Aflenz Kurort;20124;4;1;;
Standesamtsverband Aich;20124;2;1;;
Standesamtsverband Aich;20124;4;1;;
Standesamtsverband Alland;20124;2;1;;
Standesamtsverband Alland;20124;4;1;;
Standesamtsverband Allentsteig;20124;2;1;;
Standesamtsverband Allentsteig;20124;4;1;;
Standesamtsverband Altlengbach;20124;2;1;;
Standesamtsverband Altlengbach;20124;4;1;;
Standesamtsverband Amstetten;20124;2;1;;
Standesamtsverband Amstetten;20124;4;1;;
Standesamtsverband Anger;20124;2;1;;
Standesamtsverband Anger;20124;4;1;;
Standesamtsverband Annaberg/Mitterbach;20124;2;1;;
Standesamtsverband Annaberg/Mitterbach;20124;4;1;;
Standesamtsverband Aschbach-Markt;20124;2;1;;
Standesamtsverband Aschbach-Markt;20124;4;1;;
Standesamtsverband Aspang Markt;20124;2;1;;
Standesamtsverband Aspang Markt;20124;4;1;;
Standesamtsverband Attersee;20124;2;1;;
Standesamtsverband Attersee;20124;4;1;;
Standesamtsverband Atzenbrugg;20124;2;1;;
Standesamtsverband Atzenbrugg;20124;4;1;;
Standesamtsverband Au;20124;2;1;;
Standesamtsverband Au;20124;4;1;;
Standesamtsverband Axams;20124;2;1;;
Standesamtsverband Axams;20124;4;1;;
Standesamtsverband Bad Erlach;20124;2;1;;
Standesamtsverband Bad Erlach;20124;4;1;;
Standesamtsverband Bad Fischau-Brunn;20124;2;1;;
Standesamtsverband Bad Fischau-Brunn;20124;4;1;;
Standesamtsverband Bad Mitterndorf;20124;2;1;;
Standesamtsverband Bad Mitterndorf;20124;4;1;;
Standesamtsverband Bad Radkersburg;20124;2;1;;
Standesamtsverband Bad Radkersburg;20124;4;1;;
Standesamtsverband Bad Vöslau;20124;2;1;;
Standesamtsverband Bad Vöslau;20124;4;1;;
Standesamtsverband Bad Waltersdorf;20124;2;1;;
Standesamtsverband Bad Waltersdorf;20124;4;1;;
"Standesamtsverband Baden; Staatsbürgerschaftsverband Baden";20124;2;1;;
"Standesamtsverband Baden; Staatsbürgerschaftsverband Baden";20124;4;1;;
Standesamtsverband Bärnbach;20124;2;1;;
Standesamtsverband Bärnbach;20124;4;1;;
Standesamtsverband Berndorf;20124;2;1;;
Standesamtsverband Berndorf;20124;4;1;;
Standesamtsverband Bernhardsthal;20124;2;1;;
Standesamtsverband Bernhardsthal;20124;4;1;;
Standesamtsverband Bezau;20124;2;1;;
Standesamtsverband Bezau;20124;4;1;;
Standesamtsverband Birkfeld;20124;2;1;;
Standesamtsverband Birkfeld;20124;4;1;;
Standesamtsverband Bludenz;20124;2;1;;
Standesamtsverband Bludenz;20124;4;1;;
Standesamtsverband Bocksdorf;20124;2;1;;
Standesamtsverband Bocksdorf;20124;4;1;;
Standesamtsverband Böheimkirchen;20124;2;1;;
Standesamtsverband Böheimkirchen;20124;4;1;;
Standesamtsverband Bregenz;20124;2;1;;
Standesamtsverband Bregenz;20124;4;1;;
Standesamtsverband Bruck a.d. Glstr.;20124;2;1;;
Standesamtsverband Bruck a.d. Glstr.;20124;4;1;;
Standesamtsverband Bruck an der Leitha;20124;2;1;;
Standesamtsverband Bruck an der Leitha;20124;4;1;;
Standesamtsverband Bruck-Waasen;20124;2;1;;
Standesamtsverband Bruck-Waasen;20124;4;1;;
Standesamtsverband Deutsch Goritz;20124;2;1;;
Standesamtsverband Deutsch Goritz;20124;4;1;;
Standesamtsverband Deutschlandsberg;20124;2;1;;
Standesamtsverband Deutschlandsberg;20124;4;1;;
Standesamtsverband Deutsch-Wagram;20124;2;1;;
Standesamtsverband Deutsch-Wagram;20124;4;1;;
Standesamtsverband Dobersberg;20124;2;1;;
Standesamtsverband Dobersberg;20124;4;1;;
Standesamtsverband Drosendorf-Zissersdorf;20124;2;1;;
Standesamtsverband Drosendorf-Zissersdorf;20124;4;1;;
Standesamtsverband Dürnkrut;20124;2;1;;
Standesamtsverband Dürnkrut;20124;4;1;;
Standesamtsverband Ebersdorf;20124;2;1;;
Standesamtsverband Ebersdorf;20124;4;1;;
Standesamtsverband Ebreichsdorf;20124;2;1;;
Standesamtsverband Ebreichsdorf;20124;4;1;;
Standesamtsverband Edelsbach bei Feldbach;20124;2;1;;
Standesamtsverband Edelsbach bei Feldbach;20124;4;1;;
Standesamtsverband Edlitz;20124;2;1;;
Standesamtsverband Edlitz;20124;4;1;;
Standesamtsverband Egg;20124;2;1;;
Standesamtsverband Egg;20124;4;1;;
Standesamtsverband Eggenburg;20124;2;1;;
Standesamtsverband Eggenburg;20124;4;1;;
Standesamtsverband Eggersdorf bei Graz;20124;2;1;;
Standesamtsverband Eggersdorf bei Graz;20124;4;1;;
Standesamtsverband Ehrenhausen;20124;2;1;;
Standesamtsverband Ehrenhausen;20124;4;1;;
Standesamtsverband Ehrwald;20124;2;1;;
Standesamtsverband Ehrwald;20124;4;1;;
Standesamtsverband Eibiswald;20124;2;1;;
Standesamtsverband Eibiswald;20124;4;1;;
Standesamtsverband Elbigenalp;20124;2;1;;
Standesamtsverband Elbigenalp;20124;4;1;;
Standesamtsverband Engelhartstetten;20124;2;1;;
Standesamtsverband Engelhartstetten;20124;4;1;;
Standesamtsverband Faistenau-Hintersee;20124;2;1;;
Standesamtsverband Faistenau-Hintersee;20124;4;1;;
Standesamtsverband Feldbach;20124;2;1;;
Standesamtsverband Feldbach;20124;4;1;;
Standesamtsverband Feldkirch;20124;2;1;;
Standesamtsverband Feldkirch;20124;4;1;;
Standesamtsverband Felixdorf;20124;2;1;;
Standesamtsverband Felixdorf;20124;4;1;;
Standesamtsverband Fernitz;20124;2;1;;
Standesamtsverband Fernitz;20124;4;1;;
Standesamtsverband Frankenburg am Hausruck;20124;2;1;;
Standesamtsverband Frankenburg am Hausruck;20124;4;1;;
Standesamtsverband Frankenfels;20124;2;1;;
Standesamtsverband Frankenfels;20124;4;1;;
Standesamtsverband Friedberg;20124;2;1;;
Standesamtsverband Friedberg;20124;4;1;;
Standesamtsverband Frohnleiten;20124;2;1;;
Standesamtsverband Frohnleiten;20124;4;1;;
Standesamtsverband Fügen;20124;2;1;;
Standesamtsverband Fügen;20124;4;1;;
Standesamtsverband Gablitz;20124;2;1;;
Standesamtsverband Gablitz;20124;4;1;;
Standesamtsverband Gamlitz;20124;2;1;;
Standesamtsverband Gamlitz;20124;4;1;;
Standesamtsverband Gänserndorf;20124;2;1;;
Standesamtsverband Gänserndorf;20124;4;1;;
Standesamtsverband Geras;20124;2;1;;
Standesamtsverband Geras;20124;4;1;;
Standesamtsverband Gföhl;20124;2;1;;
Standesamtsverband Gföhl;20124;4;1;;
Standesamtsverband Gleinstätten;20124;2;1;;
Standesamtsverband Gleinstätten;20124;4;1;;
Standesamtsverband Gleisdorf;20124;2;1;;
Standesamtsverband Gleisdorf;20124;4;1;;
Standesamtsverband Gloggnitz;20124;2;1;;
Standesamtsverband Gloggnitz;20124;4;1;;
Standesamtsverband Gmünd;20124;2;1;;
Standesamtsverband Gmünd;20124;4;1;;
Standesamtsverband Gnas;20124;2;1;;
Standesamtsverband Gnas;20124;4;1;;
Standesamtsverband Götzis;20124;2;1;;
Standesamtsverband Götzis;20124;4;1;;
Standesamtsverband Grafendorf bei Hartberg;20124;2;1;;
Standesamtsverband Grafendorf bei Hartberg;20124;4;1;;
Standesamtsverband Gratwein;20124;2;1;;
Standesamtsverband Gratwein;20124;4;1;;
Standesamtsverband Gresten;20124;2;1;;
Standesamtsverband Gresten;20124;4;1;;
Standesamtsverband Gries am Brenner;20124;2;1;;
Standesamtsverband Gries am Brenner;20124;4;1;;
Standesamtsverband Gröbming;20124;2;1;;
Standesamtsverband Gröbming;20124;4;1;;
Standesamtsverband Groß Gerungs;20124;2;1;;
Standesamtsverband Groß Gerungs;20124;4;1;;
Standesamtsverband Groß St. Florian;20124;2;1;;
Standesamtsverband Groß St. Florian;20124;4;1;;
Standesamtsverband Groß-Enzersdorf;20124;2;1;;
Standesamtsverband Groß-Enzersdorf;20124;4;1;;
Standesamtsverband Groß-Siegharts;20124;2;1;;
Standesamtsverband Groß-Siegharts;20124;4;1;;
Standesamtsverband Großstübing;20124;2;1;;
Standesamtsverband Großstübing;20124;4;1;;
Standesamtsverband Grünbach am Schneeberg;20124;2;1;;
Standesamtsverband Grünbach am Schneeberg;20124;4;1;;
Standesamtsverband Gutenberg a.d. Raabklamm;20124;2;1;;
Standesamtsverband Gutenberg a.d. Raabklamm;20124;4;1;;
Standesamtsverband Hadersdorf-Kammern;20124;2;1;;
Standesamtsverband Hadersdorf-Kammern;20124;4;1;;
Standesamtsverband Haidershofen ;20124;2;1;;
Standesamtsverband Haidershofen ;20124;4;1;;
Standesamtsverband Hainburg a.d. Donau;20124;2;1;;
Standesamtsverband Hainburg a.d. Donau;20124;4;1;;
Standesamtsverband Hainfeld;20124;2;1;;
Standesamtsverband Hainfeld;20124;4;1;;
Standesamtsverband Hallstatt;20124;2;1;;
Standesamtsverband Hallstatt;20124;4;1;;
Standesamtsverband Hartberg;20124;2;1;;
Standesamtsverband Hartberg;20124;4;1;;
Standesamtsverband Hatzendorf;20124;2;1;;
Standesamtsverband Hatzendorf;20124;4;1;;
Standesamtsverband Haugsdorf;20124;2;1;;
Standesamtsverband Haugsdorf;20124;4;1;;
Standesamtsverband Heidenreichstein;20124;2;1;;
Standesamtsverband Heidenreichstein;20124;4;1;;
Standesamtsverband Heiligenkreuz am Waasen;20124;2;1;;
Standesamtsverband Heiligenkreuz am Waasen;20124;4;1;;
Standesamtsverband Helfenberg;20124;2;1;;
Standesamtsverband Helfenberg;20124;4;1;;
Standesamtsverband Herzogenburg;20124;2;1;;
Standesamtsverband Herzogenburg;20124;4;1;;
Standesamtsverband Hittisau;20124;2;1;;
Standesamtsverband Hittisau;20124;4;1;;
Standesamtsverband Hitzendorf;20124;2;1;;
Standesamtsverband Hitzendorf;20124;4;1;;
Standesamtsverband Höchst;20124;2;1;;
Standesamtsverband Höchst;20124;4;1;;
Standesamtsverband Hohenau an der March;20124;2;1;;
Standesamtsverband Hohenau an der March;20124;4;1;;
Standesamtsverband Hohenruppersdorf;20124;2;1;;
Standesamtsverband Hohenruppersdorf;20124;4;1;;
Standesamtsverband Hollabrunn;20124;2;1;;
Standesamtsverband Hollabrunn;20124;4;1;;
Standesamtsverband Hollenstein a.d. Ybbs ;20124;2;1;;
Standesamtsverband Hollenstein a.d. Ybbs ;20124;4;1;;
Standesamtsverband Hopfgarten i.Br.;20124;2;1;;
Standesamtsverband Hopfgarten i.Br.;20124;4;1;;
Standesamtsverband Hörbranz;20124;2;1;;
Standesamtsverband Hörbranz;20124;4;1;;
Standesamtsverband Horn;20124;2;1;;
Standesamtsverband Horn;20124;4;1;;
Standesamtsverband Ilz;20124;2;1;;
Standesamtsverband Ilz;20124;4;1;;
Standesamtsverband Irdning;20124;2;1;;
Standesamtsverband Irdning;20124;4;1;;
Standesamtsverband Jagerberg;20124;2;1;;
Standesamtsverband Jagerberg;20124;4;1;;
Standesamtsverband Judenburg;20124;2;1;;
Standesamtsverband Judenburg;20124;4;1;;
Standesamtsverband Kainach bei Voitsberg;20124;2;1;;
Standesamtsverband Kainach bei Voitsberg;20124;4;1;;
Standesamtsverband Kaindorf;20124;2;1;;
Standesamtsverband Kaindorf;20124;4;1;;
Standesamtsverband Kappl;20124;2;1;;
Standesamtsverband Kappl;20124;4;1;;
Standesamtsverband Kaprun-Piesendorf;20124;2;1;;
Standesamtsverband Kaprun-Piesendorf;20124;4;1;;
Standesamtsverband Karlstetten;20124;2;1;;
Standesamtsverband Karlstetten;20124;4;1;;
Standesamtsverband Kautzen;20124;2;1;;
Standesamtsverband Kautzen;20124;4;1;;
Standesamtsverband Kilb;20124;2;1;;
Standesamtsverband Kilb;20124;4;1;;
Standesamtsverband Kirchbach in Steiermark;20124;2;1;;
Standesamtsverband Kirchbach in Steiermark;20124;4;1;;
Standesamtsverband Kirchberg am Wagram;20124;2;1;;
Standesamtsverband Kirchberg am Wagram;20124;4;1;;
Standesamtsverband Kirchberg am Walde;20124;2;1;;
Standesamtsverband Kirchberg am Walde;20124;4;1;;
Standesamtsverband Kirchberg am Wechsel;20124;2;1;;
Standesamtsverband Kirchberg am Wechsel;20124;4;1;;
Standesamtsverband Kirchberg an der Pielach;20124;2;1;;
Standesamtsverband Kirchberg an der Pielach;20124;4;1;;
Standesamtsverband Kirchberg an der Raab;20124;2;1;;
Standesamtsverband Kirchberg an der Raab;20124;4;1;;
Standesamtsverband Kirchberg in Tirol;20124;2;1;;
Standesamtsverband Kirchberg in Tirol;20124;4;1;;
Standesamtsverband Kitzbühel;20124;2;1;;
Standesamtsverband Kitzbühel;20124;4;1;;
Standesamtsverband Klein-Pöchlarn;20124;2;1;;
Standesamtsverband Klein-Pöchlarn;20124;4;1;;
Standesamtsverband Knittelfeld;20124;2;1;;
Standesamtsverband Knittelfeld;20124;4;1;;
Standesamtsverband Köflach;20124;2;1;;
Standesamtsverband Köflach;20124;4;1;;
Standesamtsverband Kollerschlag;20124;2;1;;
Standesamtsverband Kollerschlag;20124;4;1;;
Standesamtsverband Korneuburg;20124;2;1;;
Standesamtsverband Korneuburg;20124;4;1;;
Standesamtsverband Kössen;20124;2;1;;
Standesamtsverband Kössen;20124;4;1;;
Standesamtsverband Krakaudorf;20124;2;1;;
Standesamtsverband Krakaudorf;20124;4;1;;
Standesamtsverband Krumbach;20124;2;1;;
Standesamtsverband Krumbach;20124;4;1;;
Standesamtsverband Kufstein;20124;2;1;;
Standesamtsverband Kufstein;20124;4;1;;
Standesamtsverband Laa an der Thaya;20124;2;1;;
Standesamtsverband Laa an der Thaya;20124;4;1;;
Standesamtsverband Landeck;20124;2;1;;
Standesamtsverband Landeck;20124;4;1;;
Standesamtsverband Langenlois;20124;2;1;;
Standesamtsverband Langenlois;20124;4;1;;
Standesamtsverband Leibnitz;20124;2;1;;
Standesamtsverband Leibnitz;20124;4;1;;
Standesamtsverband Lend;20124;2;1;;
Standesamtsverband Lend;20124;4;1;;
Standesamtsverband Leoben;20124;2;1;;
Standesamtsverband Leoben;20124;4;1;;
Standesamtsverband Leobersdorf;20124;2;1;;
Standesamtsverband Leobersdorf;20124;4;1;;
Standesamtsverband Leopoldsdorf im Marchfelde;20124;2;1;;
Standesamtsverband Leopoldsdorf im Marchfelde;20124;4;1;;
Standesamtsverband Leutschach;20124;2;1;;
Standesamtsverband Leutschach;20124;4;1;;
Standesamtsverband Lichtenwörth;20124;2;1;;
Standesamtsverband Lichtenwörth;20124;4;1;;
Standesamtsverband Lieboch;20124;2;1;;
Standesamtsverband Lieboch;20124;4;1;;
Standesamtsverband Lienz;20124;2;1;;
Standesamtsverband Lienz;20124;4;1;;
Standesamtsverband Ligist;20124;2;1;;
Standesamtsverband Ligist;20124;4;1;;
Standesamtsverband Lilienfeld;20124;2;1;;
Standesamtsverband Lilienfeld;20124;4;1;;
Standesamtsverband Litschau;20124;2;1;;
Standesamtsverband Litschau;20124;4;1;;
Standesamtsverband Lochau- Eichenberg;20124;2;1;;
Standesamtsverband Lochau- Eichenberg;20124;4;1;;
Standesamtsverband Lofer;20124;2;1;;
Standesamtsverband Lofer;20124;4;1;;
Standesamtsverband Loipersdorf bei Fürstenfeld;20124;2;1;;
Standesamtsverband Loipersdorf bei Fürstenfeld;20124;4;1;;
Standesamtsverband Loosdorf;20124;2;1;;
Standesamtsverband Loosdorf;20124;4;1;;
Standesamtsverband Maishofen-Viehhofen;20124;2;1;;
Standesamtsverband Maishofen-Viehhofen;20124;4;1;;
Standesamtsverband Mannersdorf am Leithagebirge;20124;2;1;;
Standesamtsverband Mannersdorf am Leithagebirge;20124;4;1;;
Standesamtsverband Marbach a.d. Donau ;20124;2;1;;
Standesamtsverband Marbach a.d. Donau ;20124;4;1;;
Standesamtsverband Marchegg;20124;2;1;;
Standesamtsverband Marchegg;20124;4;1;;
Standesamtsverband Maria Lankowitz;20124;2;1;;
Standesamtsverband Maria Lankowitz;20124;4;1;;
Standesamtsverband Mariapfarr;20124;2;1;;
Standesamtsverband Mariapfarr;20124;4;1;;
Standesamtsverband Mariazell;20124;2;1;;
Standesamtsverband Mariazell;20124;4;1;;
Standesamtsverband Markersdorf-Haindorf ;20124;2;1;;
Standesamtsverband Markersdorf-Haindorf ;20124;4;1;;
Standesamtsverband Matrei in Osttirol;20124;2;1;;
Standesamtsverband Matrei in Osttirol;20124;4;1;;
Standesamtsverband Matzen-Raggendorf;20124;2;1;;
Standesamtsverband Matzen-Raggendorf;20124;4;1;;
Standesamtsverband Mautern an der Donau;20124;2;1;;
Standesamtsverband Mautern an der Donau;20124;4;1;;
Standesamtsverband Mauterndorf;20124;2;1;;
Standesamtsverband Mauterndorf;20124;4;1;;
Standesamtsverband Mayrhofen und Umgebung;20124;2;1;;
Standesamtsverband Mayrhofen und Umgebung;20124;4;1;;
Standesamtsverband Melk;20124;2;1;;
Standesamtsverband Melk;20124;4;1;;
Standesamtsverband Mieming;20124;2;1;;
Standesamtsverband Mieming;20124;4;1;;
Standesamtsverband Mistelbach;20124;2;1;;
Standesamtsverband Mistelbach;20124;4;1;;
Standesamtsverband Mittersill;20124;2;1;;
Standesamtsverband Mittersill;20124;4;1;;
Standesamtsverband Mödling;20124;2;1;;
Standesamtsverband Mödling;20124;4;1;;
Standesamtsverband Mondsee;20124;2;1;;
Standesamtsverband Mondsee;20124;4;1;;
Standesamtsverband Mooskirchen;20124;2;1;;
Standesamtsverband Mooskirchen;20124;4;1;;
Standesamtsverband Murau;20124;2;1;;
Standesamtsverband Murau;20124;4;1;;
Standesamtsverband Mureck;20124;2;1;;
Standesamtsverband Mureck;20124;4;1;;
Standesamtsverband Mürzzuschlag;20124;2;1;;
Standesamtsverband Mürzzuschlag;20124;4;1;;
Standesamtsverband Mutters;20124;2;1;;
Standesamtsverband Mutters;20124;4;1;;
Standesamtsverband Nestelbach bei Graz;20124;2;1;;
Standesamtsverband Nestelbach bei Graz;20124;4;1;;
Standesamtsverband Neuberg an der Mürz;20124;2;1;;
Standesamtsverband Neuberg an der Mürz;20124;4;1;;
Standesamtsverband Neudau;20124;2;1;;
Standesamtsverband Neudau;20124;4;1;;
Standesamtsverband Neukirchen;20124;2;1;;
Standesamtsverband Neukirchen;20124;4;1;;
Standesamtsverband Neukirchen am Walde;20124;2;1;;
Standesamtsverband Neukirchen am Walde;20124;4;1;;
Standesamtsverband Neulengbach;20124;2;1;;
Standesamtsverband Neulengbach;20124;4;1;;
Standesamtsverband Neumarkt in Steiermark;20124;2;1;;
Standesamtsverband Neumarkt in Steiermark;20124;4;1;;
Standesamtsverband Neunkirchen;20124;2;1;;
Standesamtsverband Neunkirchen;20124;4;1;;
Standesamtsverband Niederndorf;20124;2;1;;
Standesamtsverband Niederndorf;20124;4;1;;
Standesamtsverband Niklasdorf;20124;2;1;;
Standesamtsverband Niklasdorf;20124;4;1;;
Standesamtsverband Obdach, Staatsbürgerschaftsverband Obdach;20124;2;1;;
Standesamtsverband Obdach, Staatsbürgerschaftsverband Obdach;20124;4;1;;
Standesamtsverband Ober-Grafendorf;20124;2;1;;
Standesamtsverband Ober-Grafendorf;20124;4;1;;
Standesamtsverband Obertilliach;20124;2;1;;
Standesamtsverband Obertilliach;20124;4;1;;
Standesamtsverband Oberwölz-Stadt;20124;2;1;;
Standesamtsverband Oberwölz-Stadt;20124;4;1;;
Standesamtsverband Öblarn;20124;2;1;;
Standesamtsverband Öblarn;20124;4;1;;
Standesamtsverband Ottenschlag;20124;2;1;;
Standesamtsverband Ottenschlag;20124;4;1;;
Standesamtsverband Ottnang am Hausruck;20124;2;1;;
Standesamtsverband Ottnang am Hausruck;20124;4;1;;
Standesamtsverband Ötz;20124;2;1;;
Standesamtsverband Ötz;20124;4;1;;
Standesamtsverband Paldau;20124;2;1;;
Standesamtsverband Paldau;20124;4;1;;
Standesamtsverband Passail;20124;2;1;;
Standesamtsverband Passail;20124;4;1;;
Standesamtsverband Patsch;20124;2;1;;
Standesamtsverband Patsch;20124;4;1;;
Standesamtsverband Pernitz;20124;2;1;;
Standesamtsverband Pernitz;20124;4;1;;
Standesamtsverband Persenbeug-Gottsdorf;20124;2;1;;
Standesamtsverband Persenbeug-Gottsdorf;20124;4;1;;
Standesamtsverband Pfunds;20124;2;1;;
Standesamtsverband Pfunds;20124;4;1;;
Standesamtsverband Pinggau;20124;2;1;;
Standesamtsverband Pinggau;20124;4;1;;
Standesamtsverband Pirching am Traubenberg;20124;2;1;;
Standesamtsverband Pirching am Traubenberg;20124;4;1;;
Standesamtsverband Pischelsdorf in der Steiermark;20124;2;1;;
Standesamtsverband Pischelsdorf in der Steiermark;20124;4;1;;
Standesamtsverband Pitten;20124;2;1;;
Standesamtsverband Pitten;20124;4;1;;
Standesamtsverband Pöchlarn;20124;2;1;;
Standesamtsverband Pöchlarn;20124;4;1;;
Standesamtsverband Pöggstall;20124;2;1;;
Standesamtsverband Pöggstall;20124;4;1;;
Standesamtsverband Pöllau;20124;2;1;;
Standesamtsverband Pöllau;20124;4;1;;
Standesamtsverband Pottenstein;20124;2;1;;
Standesamtsverband Pottenstein;20124;4;1;;
Standesamtsverband Poysdorf;20124;2;1;;
Standesamtsverband Poysdorf;20124;4;1;;
Standesamtsverband Pressbaum;20124;2;1;;
Standesamtsverband Pressbaum;20124;4;1;;
Standesamtsverband Prutz;20124;2;1;;
Standesamtsverband Prutz;20124;4;1;;
Standesamtsverband Pulkau;20124;2;1;;
Standesamtsverband Pulkau;20124;4;1;;
Standesamtsverband Raab;20124;2;1;;
Standesamtsverband Raab;20124;4;1;;
Standesamtsverband Raabs an der Thaya;20124;2;1;;
Standesamtsverband Raabs an der Thaya;20124;4;1;;
Standesamtsverband Radstadt;20124;2;1;;
Standesamtsverband Radstadt;20124;4;1;;
Standesamtsverband Ramingstein;20124;2;1;;
Standesamtsverband Ramingstein;20124;4;1;;
Standesamtsverband Rankweil;20124;2;1;;
Standesamtsverband Rankweil;20124;4;1;;
Standesamtsverband Ranten;20124;2;1;;
Standesamtsverband Ranten;20124;4;1;;
Standesamtsverband Ravelsbach;20124;2;1;;
Standesamtsverband Ravelsbach;20124;4;1;;
Standesamtsverband Reichenau an der Rax;20124;2;1;;
Standesamtsverband Reichenau an der Rax;20124;4;1;;
Standesamtsverband Reichenau im Mühlkreis;20124;2;1;;
Standesamtsverband Reichenau im Mühlkreis;20124;4;1;;
Standesamtsverband Retz;20124;2;1;;
Standesamtsverband Retz;20124;4;1;;
Standesamtsverband Reutte;20124;2;1;;
Standesamtsverband Reutte;20124;4;1;;
Standesamtsverband Ried im Oberinntal;20124;2;1;;
Standesamtsverband Ried im Oberinntal;20124;4;1;;
Standesamtsverband Riegersburg;20124;2;1;;
Standesamtsverband Riegersburg;20124;4;1;;
Standesamtsverband Rohrbach an der Lafnitz;20124;2;1;;
Standesamtsverband Rohrbach an der Lafnitz;20124;4;1;;
Standesamtsverband Röthis;20124;2;1;;
Standesamtsverband Röthis;20124;4;1;;
Standesamtsverband Saalfelden am Steinernen Meer;20124;2;1;;
Standesamtsverband Saalfelden am Steinernen Meer;20124;4;1;;
Standesamtsverband Salzburg;20124;2;1;;
Standesamtsverband Salzburg;20124;4;1;;
Standesamtsverband Sankt Michael im Burgenland;20124;2;1;;
Standesamtsverband Sankt Michael im Burgenland;20124;4;1;;
Standesamtsverband Sankt Peter im Sulmtal;20124;2;1;;
Standesamtsverband Sankt Peter im Sulmtal;20124;4;1;;
Standesamtsverband Sarleinsbach;20124;2;1;;
Standesamtsverband Sarleinsbach;20124;4;1;;
Standesamtsverband Satteins;20124;2;1;;
Standesamtsverband Satteins;20124;4;1;;
Standesamtsverband Scheibbs/Staatsbürgerschaftsverband Scheibbs;20124;2;1;;
Standesamtsverband Scheibbs/Staatsbürgerschaftsverband Scheibbs;20124;4;1;;
Standesamtsverband Scheifling;20124;2;1;;
Standesamtsverband Scheifling;20124;4;1;;
Standesamtsverband Schladming;20124;2;1;;
Standesamtsverband Schladming;20124;4;1;;
Standesamtsverband Schrems;20124;2;1;;
Standesamtsverband Schrems;20124;4;1;;
Standesamtsverband Schruns;20124;2;1;;
Standesamtsverband Schruns;20124;4;1;;
Standesamtsverband Schwanberg;20124;2;1;;
Standesamtsverband Schwanberg;20124;4;1;;
Standesamtsverband Schwanenstadt;20124;2;1;;
Standesamtsverband Schwanenstadt;20124;4;1;;
Standesamtsverband Schwechat;20124;2;1;;
Standesamtsverband Schwechat;20124;4;1;;
Standesamtsverband Seefeld i.T.;20124;2;1;;
Standesamtsverband Seefeld i.T.;20124;4;1;;
Standesamtsverband Seiersberg;20124;2;1;;
Standesamtsverband Seiersberg;20124;4;1;;
Standesamtsverband Semmering;20124;2;1;;
Standesamtsverband Semmering;20124;4;1;;
Standesamtsverband Sillian;20124;2;1;;
Standesamtsverband Sillian;20124;4;1;;
Standesamtsverband Silz;20124;2;1;;
Standesamtsverband Silz;20124;4;1;;
Standesamtsverband Söchau;20124;2;1;;
