RECHTSTRÄGER;QUARTAL;BEKANNTGABE;LEERMELDUNG;MEDIUM_MEDIENINHABER;EURO
Stadt St. Pölten;20124;4;0;etcetera LIGES St. Pölten;6500
Stadt Steyr;20124;2;1;;
Stadt Steyr;20124;4;1;;
Stadt Traun Immobilien GmbH;20124;2;1;;
Stadt Traun Immobilien GmbH;20124;4;1;;
Stadt Traun Immobilien GmbH & Co KG;20124;2;1;;
Stadt Traun Immobilien GmbH & Co KG;20124;4;1;;
Stadt Villach;20124;2;0;Draustädter;7810,2
Stadt Villach;20124;2;0;Kleine Zeitung;7072,6
Stadt Villach;20124;2;0;www.villach.tv;9880
Stadt Villach;20124;4;1;;
Stadt Wels;20124;2;1;;
Stadt Wels;20124;4;1;;
Stadt Wien;20124;2;0;The Gap;10185
Stadt Wien;20124;2;0;Style up your Life;6887
Stadt Wien;20124;2;0;Stadt.blicke;19700
Stadt Wien;20124;2;0;Sportzeitung;6780,3
Stadt Wien;20124;2;0;Sportmagazin;8406,5
Stadt Wien;20124;2;0;Sport aktiv;7275
Stadt Wien;20124;2;0;Sonntag-Österreich;229645,59
Stadt Wien;20124;2;0;Skylines;17232,05
Stadt Wien;20124;2;0;Skip;10670
Stadt Wien;20124;2;0;Servus in Wien;20952
Stadt Wien;20124;2;0;Seitenblicke;23680,12
Stadt Wien;20124;2;0;schau;48500
Stadt Wien;20124;2;0;Report (+) Plus;16400
Stadt Wien;20124;2;0;Ray;9700
Stadt Wien;20124;2;0;Radio Stephansdom 107,3;10160
Stadt Wien;20124;2;0;Radio Energy 104,2;40000
Stadt Wien;20124;2;0;Evropa;5335
Stadt Wien;20124;2;0;emedia;63004,52
Stadt Wien;20124;2;0;Die Presse am Sonntag;40105,17
Stadt Wien;20124;2;0;Die Presse;83432,7
Stadt Wien;20124;2;0;Die Gute Zeitung;39800
Stadt Wien;20124;2;0;Die Ganze Woche;64260
Stadt Wien;20124;2;0;Die Furche;13125,65
Stadt Wien;20124;2;0;Der Zweite;16009
Stadt Wien;20124;2;0;Der Standard;121170,9
Stadt Wien;20124;2;0;Der Österreichische Journalist;6311,26
Stadt Wien;20124;2;0;dbz - donaustädter bezirkszeitung;5465
Stadt Wien;20124;2;0;DAVID;6210
Stadt Wien;20124;2;0;Datum;5820
Stadt Wien;20124;2;0;Das Wien;14775,04
Stadt Wien;20124;2;0;Connoisseur Circle;6276,29
Stadt Wien;20124;2;0;bz - Wiener Bezirkszeitung;234207,45
Stadt Wien;20124;2;0;A la carte;49050
Stadt Wien;20124;2;0;88,6 - Wir spielen was wir wollen;20000
Stadt Wien;20124;2;0;zuHause;103950
Stadt Wien;20124;2;0;Yeni Vatan Gazetesi;5723
Stadt Wien;20124;2;0;Yeni Hareket;9800
Stadt Wien;20124;2;0;X-Press;29073,65
Stadt Wien;20124;2;0;www.viennanightrun.at;8540
Stadt Wien;20124;2;0;www.news.at;8000
Stadt Wien;20124;2;0;www.netdoktor.at;20256
Stadt Wien;20124;2;0;www.kurier.at;20000
Stadt Wien;20124;2;0;www.krone.at;17250
Stadt Wien;20124;2;0;www.heute.at;31263,81
Stadt Wien;20124;2;0;www.falter.at;10568,58
Stadt Wien;20124;2;0;www.einestadteinbuch.at;9000
Stadt Wien;20124;2;0;www.diePresse.com;10200
Stadt Wien;20124;2;0;www.derStandard.at;29999,94
Stadt Wien;20124;2;0;Woman;72261,9
Stadt Wien;20124;2;0;Wirtschaftsblatt;63761,25
Stadt Wien;20124;2;0;Vinaria;10456,6
Stadt Wien;20124;2;0;Universum;32562,9
Stadt Wien;20124;2;0;TV Media;182310,9
Stadt Wien;20124;2;0;Trend;32789,72
Stadt Wien;20124;2;0;Top Gewinn;30962,4
Stadt Wien;20124;2;0;The Vienna Review;6285,6
Stadt Wien;20124;2;0;Radio Arabella 92,9 - Wien;25000
Stadt Wien;20124;2;0;Quer;6183,75
Stadt Wien;20124;2;0;Programmzeitung Niedermair-Orpheum;7639,72
Stadt Wien;20124;2;0;profil wissen;5269,3
Stadt Wien;20124;2;0;Profil;58962,8
Stadt Wien;20124;2;0;Pro Umwelt;5800,6
Stadt Wien;20124;2;0;Pro Patient & Gesundheit;8419,61
Stadt Wien;20124;2;0;ORF 3;18000
Stadt Wien;20124;2;0;ORF 1;5750
Stadt Wien;20124;2;0;onrail;62132
Stadt Wien;20124;2;0;Österreich;350628,89
Stadt Wien;20124;2;0;ÖGZ;43650
Stadt Wien;20124;2;0;News Leben;25852,92
Stadt Wien;20124;2;0;News;154577,91
Stadt Wien;20124;2;0;motor & more;7178
Stadt Wien;20124;2;0;Monitor;22295
Stadt Wien;20124;2;0;miss;19890
Stadt Wien;20124;2;0;Messe & Event;53078,4
Stadt Wien;20124;2;0;Medianet;13491,2
Stadt Wien;20124;2;0;Madonna Society;5642,97
Stadt Wien;20124;2;0;Madonna mit Österreich;166180,16
Stadt Wien;20124;2;0;M* magazine;14064,98
Stadt Wien;20124;2;0;LiVe;140505
Stadt Wien;20124;2;0;Lebensart;12804
Stadt Wien;20124;2;0;Leben in Wien;5383,5
Stadt Wien;20124;2;0;Kurier;356238,7
Stadt Wien;20124;2;0;Kronen Zeitung;1387919,29
Stadt Wien;20124;2;0;Kronehit;16904,4
Stadt Wien;20124;2;0;Kosmo;70398,9
Stadt Wien;20124;2;0;Infoscreen Austria;88474,08
Stadt Wien;20124;2;0;IDM;5800,6
Stadt Wien;20124;2;0;Horizont;16796,52
Stadt Wien;20124;2;0;FM;8200
Stadt Wien;20124;2;0;Fleischmagazin;6596
Stadt Wien;20124;2;0;FIRST;9738,2
Stadt Wien;20124;2;0;FAQ - Magazine;9700
Stadt Wien;20124;2;0;Falter Stadtzeitung Wien;113250
Stadt Wien;20124;2;0;Faktum;14000
Stadt Wien;20124;2;0;Fair Wohnen;24300
Stadt Wien;20124;2;0;extradienst;23000
Stadt Wien;20124;2;0;H.O.M.E.;9700
Stadt Wien;20124;2;0;Heute;1268873,1
Stadt Wien;20124;2;0;Gusto;47473,72
Stadt Wien;20124;2;0;gotv;75052
Stadt Wien;20124;2;0;Gewinn;107282,02
Stadt Wien;20124;2;0;Gesünder Leben;6111
Stadt Wien;20124;2;0;Für Mich;23260,6
Stadt Wien;20124;2;0;Freie Fahrt;12319
Stadt Wien;20124;2;0;Fratz & Co;13386
Stadt Wien;20124;2;0;Format;57893,84
Stadt Wien;20124;2;0;Bum;7061,6
Stadt Wien;20124;2;0;Bühne;9083,66
Stadt Wien;20124;2;0;Biber;71308,54
Stadt Wien;20124;2;0;Besser Wohnen;14938,04
Stadt Wien;20124;2;0;Baby-Express;9577,5
Stadt Wien;20124;2;0;auto touring;19758,9
Stadt Wien;20124;2;0;Austrian Business Woman;7500
Stadt Wien;20124;2;0;arabscop;10233,5
Stadt Wien;20124;2;0;Antenne Wien;39750
Stadt Wien;20124;2;0;All4Family;12018,3
Stadt Wien;20124;2;0;Agrar Wien Aktuell;6111
Stadt Wien;20124;2;0;Wienerin mit Kind;6375
Stadt Wien;20124;2;0;Wienerin;56525
Stadt Wien;20124;2;0;Das Wiener Bezirksblatt;171158,83
Stadt Wien;20124;2;0;Wiener;6621,5
Stadt Wien;20124;2;0;Wien Morgen;9166,5
Stadt Wien;20124;2;0;Wien Live;67727,8
Stadt Wien;20124;2;0;Weekend Magazin;15714
Stadt Wien;20124;2;0;Waves Daily;9777,6
Stadt Wien;20124;2;0;W24;74098
Stadt Wien;20124;2;0;Vormagazin;23765
Stadt Wien;20124;4;0;Europäische Musikforschungsvereinigung Wien (EMV);6000
Stadt Wien;20124;4;0;Verein zur Förderung der kulturellen Zusammenarbeit zwischen den Bundesländern Niederösterreich und Wien;87500
Stadt Wien;20124;4;0;Verein zur Förderung von L'Homme;8000
Stadt Wien;20124;4;0;IG Kultur Österreich;6500
Stadt Wien;20124;4;0;Technische Universität Wien;60000
Stadt Wien;20124;4;0;Verein Europäische Rundschau;26250
Stadt Wien;20124;4;0;Verein zur Förderung von Subkultur;11200
Stadt Wien;20124;4;0;Österreichische Kinderfreunde;6500
Stadt Wien;20124;4;0;Wiener Bildungsserver - Verein zur Förderung von Medienaktivitäten im schulischen und außerschulischen Bereich, ICE;525000
Stadt Wien;20124;4;0;Wiener Volksliedwerk;6300
Stadt Wien;20124;4;0;Gesellschaft zur Vernetzung von Kulturmedien mbH;20000
Stadt Wien;20124;4;0;Psychologische Gesellschaft für Persönlichkeits- und Organisationsentwicklung;11200
Stadt Wien;20124;4;0;SPRINGERIN-Verein für Kritik und Theorie der Kultur zu ihrer Zeit;16500
Stadt Wien;20124;4;0;Verein Gruppe Wespennest für Literatur Ästhetik und Kulturpolitik;21000
Stadt Wien - Wiener Wohnen Kundenservice GmbH;20124;2;1;;
Stadt Wien - Wiener Wohnen Kundenservice GmbH;20124;4;1;;
Stadt Wien Marketing GmbH;20124;2;0;News;15890
Stadt Wien Marketing GmbH;20124;2;0;Mucha Verlag;9664
Stadt Wien Marketing GmbH;20124;2;0;Madonna Societey;11736,52
Stadt Wien Marketing GmbH;20124;2;0;News Leben;5518,45
Stadt Wien Marketing GmbH;20124;2;0;Wiener  Bezirksblatt;6247,5
Stadt Wien Marketing GmbH;20124;2;0;Woman;8560,94
Stadt Wien Marketing GmbH;20124;2;0;Advent in Wien;7000
Stadt Wien Marketing GmbH;20124;2;0;Der Standard;9467,64
Stadt Wien Marketing GmbH;20124;2;0;DerStandard.at;15600
Stadt Wien Marketing GmbH;20124;2;0;Die Presse;12250,11
Stadt Wien Marketing GmbH;20124;2;0;Drehmoment;14620
Stadt Wien Marketing GmbH;20124;2;0;Durst;9677,5
Stadt Wien Marketing GmbH;20124;2;0;EVROPA;5500
Stadt Wien Marketing GmbH;20124;2;0;FIT & VITAL;5076
Stadt Wien Marketing GmbH;20124;2;0;Format;5777,22
Stadt Wien Marketing GmbH;20124;2;0;Heute;10769,5
Stadt Wien Marketing GmbH;20124;2;0;Kosmo;8642,7
Stadt Wien Marketing GmbH;20124;2;0;Ö3;14500
Stadt Wien Marketing GmbH;20124;2;0;Kurier;9654,25
Stadt Wien Marketing GmbH;20124;2;0;Kronen Zeitung;40078,6
Stadt Wien Marketing GmbH;20124;2;0;Österreich;18007,4
Stadt Wien Marketing GmbH;20124;2;0;Profil;15182,92
Stadt Wien Marketing GmbH;20124;2;0;Wien Live;12495
Stadt Wien Marketing GmbH;20124;2;0;Wetter.com;10000
Stadt Wien Marketing GmbH;20124;2;0;Weekend Magazin;5078,75
Stadt Wien Marketing GmbH;20124;2;0;Unternehmen Österreich;11900
Stadt Wien Marketing GmbH;20124;2;0;TV-Media;6208,1
Stadt Wien Marketing GmbH;20124;2;0;SUPERFLY;8000
Stadt Wien Marketing GmbH;20124;2;0;Radio Arabella GmbH.;6000
Stadt Wien Marketing GmbH;20124;4;1;;
Stadt Wiener Neustadt;20124;2;1;;
Stadt Wiener Neustadt;20124;4;1;;
Stadtamt Bad Ischl;20124;2;1;;
Stadtamt Bad Ischl;20124;4;1;;
Stadtamt Enns;20124;2;1;;
Stadtamt Enns;20124;4;1;;
Stadtbetriebe Enns GmbH;20124;2;1;;
Stadtbetriebe Enns GmbH;20124;4;1;;
Stadtbetriebe Steyr GmbH;20124;2;1;;
Stadtbetriebe Steyr GmbH;20124;4;1;;
Stadtentwicklung Gmunden GmbH;20124;2;1;;
Stadtentwicklung Gmunden GmbH;20124;4;1;;
Stadtgemeinde Amstetten;20124;2;0;Niederösterreichische Nachrichten;6304,64
Stadtgemeinde Amstetten;20124;2;0;Mostviertel Magazin;5642,94
Stadtgemeinde Amstetten;20124;4;1;;
Stadtgemeinde Ansfelden;20124;2;1;;
Stadtgemeinde Ansfelden;20124;4;1;;
Stadtgemeinde Bad Vöslau;20124;2;1;;
Stadtgemeinde Bad Vöslau;20124;4;1;;
Stadtgemeinde Baden;20124;2;1;;
Stadtgemeinde Baden;20124;4;1;;
Stadtgemeinde Bischofshofen;20124;2;1;;
Stadtgemeinde Bischofshofen;20124;4;1;;
Stadtgemeinde Bischofshofen Immobilien KG;20124;2;1;;
Stadtgemeinde Bischofshofen Immobilien KG;20124;4;1;;
Stadtgemeinde Braunau am Inn;20124;2;1;;
Stadtgemeinde Braunau am Inn;20124;4;1;;
Stadtgemeinde Bruck an der Mur;20124;2;0;MEMA TV (MEMA Medien Marketing GmbH);11545
Stadtgemeinde Bruck an der Mur;20124;4;1;;
Stadtgemeinde der Freistadt Eisenstadt;20124;2;1;;
Stadtgemeinde der Freistadt Eisenstadt;20124;4;1;;
Stadtgemeinde Feldkirchen in Kärnten;20124;2;1;;
Stadtgemeinde Feldkirchen in Kärnten;20124;4;1;;
Stadtgemeinde Gänserndorf;20124;2;1;;
Stadtgemeinde Gänserndorf;20124;4;1;;
Stadtgemeinde Gerasdorf bei Wien;20124;2;1;;
Stadtgemeinde Gerasdorf bei Wien;20124;4;1;;
Stadtgemeinde Gmunden;20124;2;1;;
Stadtgemeinde Gmunden;20124;4;1;;
Stadtgemeinde Hall in Tirol;20124;2;1;;
Stadtgemeinde Hall in Tirol;20124;4;1;;
Stadtgemeinde Hallein;20124;2;1;;
Stadtgemeinde Hallein;20124;4;1;;
Stadtgemeinde Hollabrunn;20124;2;1;;
Stadtgemeinde Hollabrunn;20124;4;1;;
Stadtgemeinde Kapfenberg;20124;2;0;PIWI Media Pust OEG;19632,68
Stadtgemeinde Kapfenberg;20124;2;0;RMA Media Services GmbH.;7375,62
Stadtgemeinde Kapfenberg;20124;4;1;;
Stadtgemeinde Kapfenberg InfrastrukturKG;20124;2;1;;
Stadtgemeinde Kapfenberg InfrastrukturKG;20124;4;1;;
Stadtgemeinde Klosterneuburg;20124;2;1;;
Stadtgemeinde Klosterneuburg;20124;4;1;;
Stadtgemeinde Knittelfeld;20124;2;1;;
Stadtgemeinde Knittelfeld;20124;4;1;;
Stadtgemeinde Knittelfeld KG;20124;2;1;;
Stadtgemeinde Knittelfeld KG;20124;4;1;;
Stadtgemeinde Knittelfeld Wegwarte Seniorenpflege - Betriebs-KG;20124;2;1;;
Stadtgemeinde Knittelfeld Wegwarte Seniorenpflege - Betriebs-KG;20124;4;1;;
Stadtgemeinde Korneuburg;20124;2;1;;
Stadtgemeinde Korneuburg;20124;4;1;;
Stadtgemeinde Kufstein;20124;2;0;RSL Tirol TV Filmproduktion;6875
Stadtgemeinde Kufstein;20124;4;1;;
Stadtgemeinde Leoben;20124;2;1;;
Stadtgemeinde Leoben;20124;4;1;;
Stadtgemeinde Leoben Infrastrukturentwicklungs-Kommanditgesellschaft;20124;2;1;;
Stadtgemeinde Leoben Infrastrukturentwicklungs-Kommanditgesellschaft;20124;4;1;;
Stadtgemeinde Leonding;20124;2;0;LT1 täglich Oberösterreich;15000
Stadtgemeinde Leonding;20124;4;1;;
Stadtgemeinde Lienz;20124;2;0;Osttiroler Bote;6784,1
Stadtgemeinde Lienz;20124;2;0;Radio Osttirol;6066,09
Stadtgemeinde Lienz;20124;4;1;;
Stadtgemeinde Lienz Immobilien KG;20124;2;1;;
Stadtgemeinde Lienz Immobilien KG;20124;4;1;;
Stadtgemeinde Marchtrenk;20124;2;1;;
Stadtgemeinde Marchtrenk;20124;4;1;;
Stadtgemeinde Marchtrenk Infrastruktur KG;20124;2;1;;
Stadtgemeinde Marchtrenk Infrastruktur KG;20124;4;1;;
Stadtgemeinde Mistelbach;20124;2;1;;
Stadtgemeinde Mistelbach;20124;4;1;;
Stadtgemeinde Mödling;20124;2;1;;
Stadtgemeinde Mödling;20124;4;1;;
Stadtgemeinde Mödling Betriebsgesellschaft m.b.H.;20124;2;1;;
Stadtgemeinde Mödling Betriebsgesellschaft m.b.H.;20124;4;1;;
Stadtgemeinde Neunkirchen;20124;2;1;;
Stadtgemeinde Neunkirchen;20124;4;1;;
Stadtgemeinde Ried im Innkreis;20124;2;1;;
Stadtgemeinde Ried im Innkreis;20124;4;1;;
Stadtgemeinde Saalfelden;20124;2;1;;
Stadtgemeinde Saalfelden;20124;4;1;;
Stadtgemeinde Saalfelden Immobilien KG;20124;2;1;;
Stadtgemeinde Saalfelden Immobilien KG;20124;4;1;;
Stadtgemeinde Salzburg;20124;2;0;ORF Salzburg;10000
Stadtgemeinde Salzburg;20124;4;0;Radiofabrik Salzburg;59000
Stadtgemeinde Schwaz;20124;2;1;;
Stadtgemeinde Schwaz;20124;4;1;;
Stadtgemeinde Schwechat;20124;2;1;;
Stadtgemeinde Schwechat;20124;4;1;;
Stadtgemeinde Spittal an der Drau;20124;2;1;;
Stadtgemeinde Spittal an der Drau;20124;4;1;;
Stadtgemeinde Spittal an der Drau Betriebs GmbH;20124;2;0;Kleine Zeitung;9108,58
Stadtgemeinde Spittal an der Drau Betriebs GmbH;20124;4;1;;
Stadtgemeinde St. Andrä;20124;2;1;;
Stadtgemeinde St. Andrä;20124;4;1;;
Stadtgemeinde St. Johann im Pongau;20124;2;1;;
Stadtgemeinde St. Johann im Pongau;20124;4;1;;
Stadtgemeinde St. Johann im Pongau KG;20124;2;1;;
Stadtgemeinde St. Johann im Pongau KG;20124;4;1;;
Stadtgemeinde St. Veit an der Glan;20124;2;1;;
Stadtgemeinde St. Veit an der Glan;20124;4;1;;
Stadtgemeinde Stockerau;20124;2;1;;
Stadtgemeinde Stockerau;20124;4;1;;
Stadtgemeinde St.Veit/Glan Hochwasserschutz KG;20124;2;1;;
Stadtgemeinde St.Veit/Glan Hochwasserschutz KG;20124;4;1;;
Stadtgemeinde Ternitz;20124;2;1;;
Stadtgemeinde Ternitz;20124;4;1;;
Stadtgemeinde Traiskirchen;20124;2;1;;
Stadtgemeinde Traiskirchen;20124;4;1;;
Stadtgemeinde Traun;20124;2;0;Linz Land Fernsehen Medien GmbH;13750
Stadtgemeinde Traun;20124;4;1;;
Stadtgemeinde Tulln an der Donau;20124;2;1;;
Stadtgemeinde Tulln an der Donau;20124;4;1;;
Stadtgemeinde Vöcklabruck;20124;2;1;;
Stadtgemeinde Vöcklabruck;20124;4;1;;
Stadtgemeinde Völkermarkt;20124;2;1;;
Stadtgemeinde Völkermarkt;20124;4;1;;
Stadtgemeinde Waidhofen/ Ybbs;20124;2;1;;
Stadtgemeinde Waidhofen/ Ybbs;20124;4;1;;
Stadtgemeinde Wiener-Neustadt Theater und Theaterkino;20124;2;1;;
Stadtgemeinde Wiener-Neustadt Theater und Theaterkino;20124;4;1;;
Stadtgemeinde Wolfsberg;20124;2;0;Unterkärntner Nachrichten;6815,52
Stadtgemeinde Wolfsberg;20124;4;1;;
Stadtgemeinde Wörgl;20124;2;1;;
Stadtgemeinde Wörgl;20124;4;1;;
Stadtgemeinde Wörgl Vermögensverwaltungs KG;20124;2;1;;
Stadtgemeinde Wörgl Vermögensverwaltungs KG;20124;4;1;;
Stadtgemeinde Zwettl-Niederösterreich;20124;2;1;;
Stadtgemeinde Zwettl-Niederösterreich;20124;4;1;;
Stadt-Immobilien-Gesell- schaft St.Veit/Glan GmbH;20124;2;1;;
Stadt-Immobilien-Gesell- schaft St.Veit/Glan GmbH;20124;4;1;;
Stadtmarketing Steyr GmbH;20124;2;1;;
Stadtmarketing Steyr GmbH;20124;4;1;;
Stadtmarketing und Saalmanagement Schwaz GmbH;20124;2;0;Radio U1 Tirol;5625
Stadtmarketing und Saalmanagement Schwaz GmbH;20124;2;0;tirol tv;6816,5
Stadtmarketing und Saalmanagement Schwaz GmbH;20124;4;1;;
Stadtmarketing und Tourismus Feldkirch GmbH;20124;2;0;Feldkircher Anzeiger;7211,81
Stadtmarketing und Tourismus Feldkirch GmbH;20124;2;0;ORF Vorarlberg;9472,48
Stadtmarketing und Tourismus Feldkirch GmbH;20124;2;0;Vorarlberger Nachrichten;11734,46
Stadtmarketing und Tourismus Feldkirch GmbH;20124;4;1;;
Stadtmarketing Villach GmbH;20124;2;0;Kleine Zeitung;5558,72
Stadtmarketing Villach GmbH;20124;4;1;;
Stadtmarketing Wörgl GmbH;20124;2;0;Spectrum Werbeagentur;21442,05
Stadtmarketing Wörgl GmbH;20124;4;1;;
Stadtmarketing-Ternitz GmbH;20124;2;1;;
Stadtmarketing-Ternitz GmbH;20124;4;1;;
Stadtmuseum Graz GmbH;20124;2;1;;
Stadtmuseum Graz GmbH;20124;4;1;;
Stadttheater Klagenfurt OG;20124;2;0;Kleine Zeitung;9675
Stadttheater Klagenfurt OG;20124;4;1;;
Stadtwärme Lienz Produktions- und Vertriebs-GmbH;20124;2;1;;
Stadtwärme Lienz Produktions- und Vertriebs-GmbH;20124;4;1;;
Stadtwerke Bludenz;20124;2;1;;
Stadtwerke Bludenz;20124;4;1;;
Stadtwerke Bregenz G.m.b.H.;20124;2;1;;
Stadtwerke Bregenz G.m.b.H.;20124;4;1;;
Stadtwerke Bruck an der Mur GmbH;20124;2;0;Obersteirische Rundschau;7111,67
Stadtwerke Bruck an der Mur GmbH;20124;4;1;;
Stadtwerke Hall in Tirol GmbH;20124;2;1;;
Stadtwerke Hall in Tirol GmbH;20124;4;1;;
Stadtwerke Kapfenberg GmbH;20124;2;0;Woche Obersteiermark;11708,2
Stadtwerke Kapfenberg GmbH;20124;2;0;HiWay-TV;10201,57
Stadtwerke Kapfenberg GmbH;20124;2;0;Kleine Zeitung;5133,37
Stadtwerke Kapfenberg GmbH;20124;4;1;;
Stadtwerke Klagenfurt Aktiengesellschaft;20124;2;0;Kärntner Woche;9724,4
Stadtwerke Klagenfurt Aktiengesellschaft;20124;2;0;Infoscreen;10490
Stadtwerke Klagenfurt Aktiengesellschaft;20124;2;0;Weekend Magazin Kärnten;17420
Stadtwerke Klagenfurt Aktiengesellschaft;20124;4;1;;
Stadtwerke Kufstein Gesellschaft m.b.H.;20124;2;1;;
Stadtwerke Kufstein Gesellschaft m.b.H.;20124;4;1;;
Stadtwerke Schwaz GmbH;20124;2;1;;
Stadtwerke Schwaz GmbH;20124;4;1;;
Stadtwerke St. Pölten;20124;2;1;;
Stadtwerke St. Pölten;20124;4;1;;
Stadtwerke Wörgl GmbH;20124;2;1;;
Stadtwerke Wörgl GmbH;20124;4;1;;
STAMA VERANSTALTUNGS- UND STADTMARKETING GESMBH;20124;2;0;ORF Kärnten;8650
STAMA VERANSTALTUNGS- UND STADTMARKETING GESMBH;20124;4;1;;
Stand Montafon;20124;2;1;;
Stand Montafon;20124;4;1;;
Stand Montafon Forstfonds;20124;2;1;;
Stand Montafon Forstfonds;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Admont;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Admont;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Adnet;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Adnet;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Aspach;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Aspach;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Bad Gleichenberg;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Bad Gleichenberg;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Brixlegg;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Brixlegg;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Eggerding;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Eggerding;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Fehring;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Fehring;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Fieberbrunn;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Fieberbrunn;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Fulpmes;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Fulpmes;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Gmunden;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Gmunden;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Hall in Tirol;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Hall in Tirol;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Imst;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Imst;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Jenbach;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Jenbach;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Kramsach;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Kramsach;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Leithaprodersdorf / Wimpassing an der Leitha;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Leithaprodersdorf / Wimpassing an der Leitha;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Matrei am Brenner;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Matrei am Brenner;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Mattsee;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Mattsee;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Neukirchen am Großvenediger;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Neukirchen am Großvenediger;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Oberndorf bei Salzburg;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Oberndorf bei Salzburg;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Schwaz;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Schwaz;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Sistrans;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Sistrans;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Söll;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Söll;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Spitz;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Spitz;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband St. Anton am Arlberg;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband St. Anton am Arlberg;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband St. Gilgen;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband St. Gilgen;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband St. Jakob/St. Veit i. Def.;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband St. Jakob/St. Veit i. Def.;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband St. Johann in Tirol;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband St. Johann in Tirol;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Stinatz;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Stinatz;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Stubenberg;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Stubenberg;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Tannheim;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Tannheim;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Ungenach;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Ungenach;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Uttendorf;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Uttendorf;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Vöcklabruck;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Vöcklabruck;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Vöcklamarkt;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Vöcklamarkt;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Völs;20124;2;1;;
Standesamts- und Staatsbürgerschaftsverband Völs;20124;4;1;;
Standesamts- und Staatsbürgerschaftsverband Wattens;20124;2;1;;
